>26712_26713 both
chl6698 5403303 5403402
chl2210 5201427 5201526
chlLzh-T5 5183122 5183221
chlPA23 5150050 5150149
chlChPhzTR36 5304540 5304639
chl50083 5244139 5244238
chlO6 5244075 5244174
chlChPhzTR18 5196849 5196948
chlK27 5252587 5252686
>17077_29653 with 24616_29653 right
chl189 5957845 5957920
chlM12 4115761 4115835
chlCW2 4201815 4201889
chlStFRB508 4117229 4117303
>17077_29653 with 19648_29653 right
chl189 5957845 5957920
chl19603 4485594 4485668
chl2210 4189431 4189505
>17077_29653 with 26338_29653 right
chl189 5957845 5957920
chl21509 4344382 4344457
>5388_29192 with 26826_29192 right
chl189 6236237 6236343
chlTAMOak81 3152918 3153024
chlC50 3153248 3153354
chlP2 3289813 3289919
chlPA23 3055380 3055486
chl50083 3250777 3250883
>5388_29192 with 9256_29192 right
chl189 6236237 6236343
chlQ16 3178990 3179096
>5388_29192 with 26298_29192 right
chl189 6236237 6236343
chlPb-St2 3052019 3052115
chl21509 3157353 3157459
>5388_29192 with 14384_29192 right
chl189 6236237 6236343
chlCW2 3132123 3132229
>5388_29192 with 29191_29192 right
chl189 6236237 6236343
chlK27 3160715 3160821
>29559_26641 with 29559_29560 left
chl189 3370037 3370168
chl17415 6206850 6206981
chl21509 6612164 6612295
chlM12 6305151 6305282
chlChPhzTR39 6638505 6638636
chlChPhzTR38 6540063 6540194
chl66 6377405 6377536
chl449 6546553 6546684
chlQ16 6487823 6487954
chlPb-St2 6201390 6201521
chlM71 6385947 6386078
chl464 6548937 6549068
chl19603 6692302 6692433
chlCW2 6507388 6507519
chlP2 6782993 6783124
chlJD37 451529 451660
chlChPhzS24 6474356 6474487
chl6698 6624856 6624987
chl2210 6428709 6428840
chlChPhzS23 6332981 6333112
chlLzh-T5 6400829 6400960
chlPA23 6867748 6867879
chlStFRB508 6382951 6383082
chlChPhzTR36 6515091 6515222
chlO6 6443625 6443756
chlChPhzTR18 6426852 6426983
chlK27 6447141 6447272
>29559_26641 with 29559_24375 left
chl189 3370037 3370168
chl17415 6206850 6206981
chl21509 6612164 6612295
chlTAMOak81 6257592 6257667
chlB25 6550066 6550127
>29711_16961 with 29711_29712 left
chl189 2138565 2138668
chlC50 807767 807868
chlM12 809371 809472
chlChPhzTR39 802190 802247
chlChPhzTR38 821620 821677
chl66 813475 813532
chl449 817191 817292
chlQ16 814779 814880
chlM71 864170 864271
chl464 817191 817292
chl19603 822473 822574
chlCW2 811420 811521
chlP2 822468 822569
chlJD37 5850696 5850797
chlChPhzS24 801943 802000
chl6698 804796 804853
chl2210 825074 825175
chlChPhzS23 796168 796225
chlLzh-T5 792140 792197
chlPA23 685043 685100
chlStFRB508 625109 625210
chlChPhzTR36 802649 802706
chlO6 812231 812288
chlChPhzTR18 800534 800591
chlK27 851071 851172
>29711_16961 with 29711_26117 left
chl189 2138565 2138668
chlC50 807767 807868
chlTAMOak81 837653 837721
chl21509 816963 817023
>5510_26953 with 28424_26953 right
chl189 3513573 3513640
chl17415 6067450 6067517
chl21509 6462297 6462364
chl50083 6250517 6250577
>29683_29684 with 28807_29684 right
chl189 4787570 4787669
chl17415 4833883 4833982
chlZJU60 4987982 4988081
chlM71 4995472 4995571
chl17411 5215792 5215891
chl17809 5215797 5215896
chl21509 5248311 5248410
chl50083 5051731 5051830
chlK27 5056716 5056815
chlM12 4876389 4876488
chlTAMOak81 4891062 4891122
chlChPhzS140 5207567 5207654
chlPCL1607 5106124 5106211
chlChPhzTR39 5185272 5185371
chlChPhzTR38 5130227 5130326
chl66 4982354 4982453
chl449 5156063 5156162
chlQ16 5083300 5083399
chl464 5157998 5158097
chl19603 5272335 5272434
chlCW2 5070802 5070901
chlC50 4896371 4896470
chlP2 5383541 5383640
chlJD37 1893706 1893805
chlChPhzS24 4985418 4985517
chl6698 5207948 5208047
chl2210 5006388 5006487
chlChPhzS23 4926142 4926241
chlPCL1391 5048556 5048643
chlLzh-T5 4988471 4988570
chlPA23 4954569 4954668
chlStFRB508 4947345 4947443
chlChPhzTR36 5116110 5116209
chlO6 5055377 5055476
chlChPhzTR18 4995177 4995276
>25776_26537 with 8080_26537 right
chl189 5030824 5030954
chl66 4740550 4740622
chlChPhzTR36 4893802 4893874
chl17415 4593458 4593596
>25776_26537 with 26536_26537 right
chl189 5030824 5030954
chl66 4740550 4740622
chlChPhzTR36 4893802 4893874
chl21509 5006065 5006196
>29319_26987 with 29319_29320 left
chl189 5909757 5909855
chl17415 4047178 4047276
chl50083 4294009 4294107
chlM12 4165601 4165697
chl449 4338345 4338441
chlQ16 4244212 4244308
chlM71 4207186 4207282
chl464 4340280 4340376
chl19603 4547392 4547488
chlCW2 4265225 4265321
chlJD37 2634164 2634260
chl2210 4251236 4251332
chlStFRB508 4179976 4180072
chlK27 4268535 4268631
>26958_22513 with 26958_27547 left
chl189 173448 173579
chlTAMOak81 4016181 4016312
>26958_22513 with 26958_26738 left
chl189 173448 173579
chlChPhzS140 4326423 4326523
chlDTR133 4186625 4186725
chlPCL1607 4145274 4145374
chlZJU60 4033234 4033334
chlChPhzS135 4219123 4219223
chl17411 4303625 4303725
chl17809 4303624 4303724
chlToZa7 4190295 4190395
chlSLPH10 4180305 4180405
chlPCL1391 4110601 4110701
>26958_22513 with 26958_23782 left
chl189 173448 173579
chl17415 3971372 3971517
>26958_22513 with 26958_26497 left
chl189 173448 173579
chl21509 4285770 4285870
>26958_22513 with 26958_26959 left
chl189 173448 173579
chl50083 4189217 4189318
>26309_29696 with 29695_29696 right
chl189 1837122 1837219
chl17415 1119299 1119396
chlZJU60 1100540 1100638
chlB25 1149931 1150030
chl17411 1114614 1114711
chl17809 1114620 1114717
chlM12 1110104 1110202
chlChPhzTR39 1134108 1134206
chlChPhzTR38 1138044 1138142
chl66 1135252 1135350
chl449 1136031 1136129
chlQ16 1121247 1121345
chlM71 1181671 1181769
chl464 1137965 1138063
chl19603 1125619 1125717
chlCW2 1120469 1120567
chlC50 1107915 1108013
chlP2 1114436 1114534
chlJD37 5526290 5526388
chlChPhzS24 1129393 1129491
chl6698 1133623 1133721
chl2210 1129568 1129666
chlChPhzS23 1107004 1107102
chlLzh-T5 1103856 1103954
chlPA23 1007969 1008067
chlStFRB508 938987 939085
chlChPhzTR36 1159526 1159624
chl21509 1141810 1141907
chl50083 1124365 1124462
chlO6 1128127 1128225
chlChPhzTR18 1116943 1117041
chlK27 1167085 1167183
>26309_29696 with 28933_29696 right
chl189 1837122 1837219
chl17415 1119299 1119396
chlZJU60 1100540 1100638
chlB25 1149931 1150030
chl17411 1114614 1114711
chl17809 1114620 1114717
chlChPhzS140 1130585 1130682
>26309_29696 with 26478_29696 right
chl189 1837122 1837219
chl17415 1119299 1119396
chlZJU60 1100540 1100638
chlB25 1149931 1150030
chl17411 1114614 1114711
chl17809 1114620 1114717
chlDTR133 1118899 1118997
chlPCL1607 1167993 1168091
chlChPhzS135 1132171 1132269
chlChPhzTR44 1125281 1125379
chlToZa7 1130141 1130239
chlSLPH10 1128987 1129085
chlPCL1391 1107695 1107793
>26309_29696 with 16980_29696 right
chl189 1837122 1837219
chl17415 1119299 1119396
chlZJU60 1100540 1100638
chlB25 1149931 1150030
chl17411 1114614 1114711
chl17809 1114620 1114717
chlPb-St2 1081688 1081788
>12163_27273 with 22468_27273 right
chl189 5042607 5042707
chlTAMOak81 4641906 4641992
chlTAMOak81 4642001 4642101
chlChPhzS140 4953846 4953960
chlDTR133 4876240 4876354
chlPCL1607 4852405 4852519
chl17415 4581459 4581545
chl17415 4581554 4581654
chlChPhzS135 4871921 4872035
chlChPhzTR44 4842314 4842428
chlToZa7 4814955 4815069
chlSLPH10 5010129 5010243
chlPCL1391 4794835 4794949
>12163_27273 with 22159_27273 right
chl189 5042607 5042707
chlZJU60 4735642 4735756
chl17411 4958306 4958420
chl17809 4958308 4958422
>12163_27273 with 12486_27273 right
chl189 5042607 5042707
chlB25 4763302 4763402
>12163_27273 with 27272_27273 right
chl189 5042607 5042707
chl50083 4809532 4809632
>29465_27023 with 29465_28790 left
chl189 6113123 6113196
chl17415 2960799 2960872
chl50083 3105808 3105881
chlTAMOak81 3009224 3009297
chlChPhzS140 3069254 3069327
chlPCL1607 3059245 3059318
chlChPhzTR39 3079744 3079817
chlChPhzTR38 3099177 3099250
chl66 3047801 3047874
chlZJU60 2937013 2937086
chlPb-St2 2922729 2922802
chlC50 3026202 3026275
chlP2 3155693 3155766
chlChPhzS24 3003133 3003206
chl6698 3092061 3092134
chlToZa7 3076077 3076150
chlChPhzS23 2974993 2975066
chlPCL1391 3007129 3007202
chlLzh-T5 2988289 2988362
chlPA23 2920076 2920149
chlChPhzTR36 3108501 3108574
chlO6 3145421 3145494
chlChPhzTR18 3031895 3031968
>29465_27023 with 29465_19863 left
chl189 6113123 6113196
chl17415 2960799 2960872
chl50083 3105808 3105881
chlQ16 3043617 3043690
chl2210 3008250 3008323
>26582_5595 with 26582_26583 left
chl189 741273 741388
chlChPhzS140 2095990 2096090
chlDTR133 2139767 2139867
chlPCL1607 2142012 2142112
chlChPhzS135 2106021 2106121
chl17411 2145999 2146099
chl17809 2146012 2146112
chlChPhzTR44 2130206 2130306
chlToZa7 2104249 2104349
chlSLPH10 2143507 2143607
chlPCL1391 2082981 2083081
chl21509 2117153 2117253
>29685_26716 with 29685_29686 left
chl189 2265069 2265182
chlM12 684540 684653
chlChPhzTR39 676761 676861
chlChPhzTR38 696181 696281
chl66 687939 688060
chl17415 669625 669737
chlM71 739423 739536
chlC50 682356 682485
chlJD37 5981645 5981758
chlChPhzS24 676509 676609
chl2210 697888 698001
chlChPhzS23 670595 670716
chlLzh-T5 666530 666651
chlPA23 559496 559617
chlStFRB508 497692 497805
chlChPhzTR36 675536 675649
chl50083 679686 679798
chlO6 686473 686586
chlChPhzTR18 675089 675189
chlK27 726044 726157
>29493_28243 with 29493_16915 left
chl189 1006738 1006839
chl66 1875581 1875696
chl449 1849794 1849893
chl17415 1830337 1830438
chlPb-St2 1780475 1780590
chlM71 1891312 1891427
chl464 1851728 1851827
chlB25 2023187 2023288
chl19603 1847574 1847673
chlCW2 1840786 1840901
chlC50 1842837 1842952
chlP2 1878333 1878448
chl6698 1889356 1889471
chlChPhzS23 1854043 1854158
chlLzh-T5 1852898 1853013
chlStFRB508 1659310 1659425
chlChPhzTR36 1894583 1894698
chlO6 1955289 1955404
chlTAMOak81 1851497 1851560
>29493_28243 with 29493_29494 left
chl189 1006738 1006839
chl66 1875581 1875696
chl449 1849794 1849893
chl17415 1830337 1830438
chlPb-St2 1780475 1780590
chlM71 1891312 1891427
chl464 1851728 1851827
chlB25 2023187 2023288
chl19603 1847574 1847673
chlCW2 1840786 1840901
chlC50 1842837 1842952
chlP2 1878333 1878448
chl6698 1889356 1889471
chlChPhzS23 1854043 1854158
chlLzh-T5 1852898 1853013
chlStFRB508 1659310 1659425
chlChPhzTR36 1894583 1894698
chlO6 1955289 1955404
chlQ16 1856479 1856594
chlJD37 4787602 4787701
chl50083 1887841 1887942
chlK27 1878462 1878577
>28973_29414 with 29413_29414 right
chl189 5197492 5197604
chl17415 4425955 4426067
chlM12 4503203 4503302
chlChPhzTR39 4801738 4801837
chlChPhzTR38 4748060 4748159
chl66 4599301 4599400
chl449 4785069 4785181
chlQ16 4690661 4690773
chlM71 4599691 4599803
chl464 4787003 4787115
chlB25 4598656 4598768
chl19603 4902108 4902207
chlCW2 4701136 4701235
chlC50 4530291 4530390
chlP2 4995116 4995215
chlJD37 2288375 2288487
chlChPhzS24 4600666 4600765
chl6698 4851662 4851761
chl2210 4633776 4633888
chlChPhzS23 4557798 4557897
chlLzh-T5 4600374 4600473
chlPA23 4572168 4572267
chlStFRB508 4548937 4549049
chlChPhzTR36 4755624 4755723
chl21509 4807058 4807170
chlO6 4691299 4691398
chlChPhzTR18 4614265 4614364
chlK27 4655434 4655533
>27248_5673 with 27248_27249 left
chl189 783648 783778
chlTAMOak81 2064515 2064645
chl17415 2048629 2048759
chl50083 2103106 2103236
>8420_27219 with 24824_27219 right
chl189 1822023 1822123
chl17415 1134347 1134446
chlM12 1126162 1126262
chlPb-St2 1094687 1094787
chlCW2 1137080 1137180
chlStFRB508 955523 955623
>8420_27219 with 26552_27219 right
chl189 1822023 1822123
chl17415 1134347 1134446
chlTAMOak81 1163962 1164061
chlDTR133 1135886 1135986
chlPCL1607 1184980 1185080
chlChPhzS135 1149158 1149258
chl19603 1141780 1141880
chlChPhzTR44 1142268 1142368
chl2210 1145745 1145845
chlToZa7 1147128 1147228
chlSLPH10 1145974 1146074
chlPCL1391 1124682 1124782
chl21509 1154740 1154840
>8420_27219 with 14186_27219 right
chl189 1822023 1822123
chl17415 1134347 1134446
chlChPhzS140 1147492 1147592
chl17411 1131522 1131622
chl17809 1131528 1131628
>8420_27219 with 27218_27219 right
chl189 1822023 1822123
chl17415 1134347 1134446
chlZJU60 1117432 1117532
chl50083 1141073 1141172
>8420_27219 with 12538_27219 right
chl189 1822023 1822123
chl17415 1134347 1134446
chlB25 1162264 1162363
>8476_8477 with 8476_1607 left
chl189 108340 108440
chl17415 3921199 3921299
chlTAMOak81 3987469 3987582
>8440_28824 with 28823_28824 right
chl189 1147321 1147452
chl189 1147548 1147676
chl17415 1687522 1687653
>28823_28824 with 8440_28824 right
chl189 1147548 1147676
chl17415 1687522 1687653
chl189 1147321 1147452
>29381_17177 with 29381_27395 left
chl189 3299524 3299620
chl17415 6276316 6276414
chlQ16 6561464 6561562
chlJD37 378616 378714
chl2210 6502439 6502537
>29381_17177 with 29381_23607 left
chl189 3299524 3299620
chl17415 6276316 6276414
chlM71 6455398 6455496
>27288_27287 with 27288_7849 left
chl189 3795260 3795360
chl17415 5788702 5788802
chl50083 5963166 5963266
chl17415 5788445 5788545
>22032_29492 with 16880_29492 right
chl189 4584470 4584568
chlM12 5119504 5119602
>22032_29492 with 29491_29492 right
chl189 4584470 4584568
chlChPhzTR39 5397068 5397166
chlChPhzTR38 5342050 5342148
chl66 5192796 5192894
chl449 5375144 5375242
chl17415 5061766 5061864
chlQ16 5294773 5294871
chlPb-St2 5032406 5032504
chlM71 5207854 5207952
chl464 5377079 5377177
chl19603 5483634 5483732
chlCW2 5297348 5297446
chlC50 5111403 5111501
chlP2 5597473 5597571
chlJD37 1687956 1688054
chlChPhzS24 5197235 5197333
chl6698 5419663 5419761
chl2210 5217777 5217875
chlChPhzS23 5137864 5137962
chlLzh-T5 5199447 5199545
chlPA23 5166402 5166500
chlStFRB508 5159481 5159579
chlChPhzTR36 5320900 5320998
chl50083 5260390 5260488
chlO6 5260428 5260526
chlChPhzTR18 5213192 5213290
chlK27 5268904 5269002
>29063_29064 with 29063_28191 left
chl66 302602 302678
chlZJU60 292717 292783
chlC50 298533 298609
chlChPhzS24 291589 291665
chl6698 302950 303026
chlChPhzS23 297355 297431
chlLzh-T5 296073 296149
chlPA23 172845 172921
chlChPhzTR36 300871 300947
chlChPhzTR39 293319 293395
chlChPhzTR38 291828 291904
chlPb-St2 288816 288879
chlO6 301251 301327
chlChPhzTR18 291790 291866
>27541_27542 with 27541_9801 left
chl66 4534957 4535047
chlC50 4464312 4464402
chlP2 4932004 4932094
chl6698 4787128 4787218
chlChPhzS23 4493241 4493331
chlLzh-T5 4537336 4537426
chlPA23 4507134 4507224
chlChPhzTR36 4692406 4692496
chlO6 4623891 4623981
chlPb-St2 4384834 4384924
>28321_28322 with 28321_22468 left
chl66 4727546 4727642
chlC50 4659843 4659939
chlP2 5144324 5144420
chl6698 4972604 4972700
chlChPhzS23 4690922 4691018
chlLzh-T5 4735180 4735276
chlPA23 4703895 4703991
chlStFRB508 4707647 4707730
chlChPhzTR36 4880810 4880906
chl21509 4996510 4996593
chlO6 4816489 4816585
chlChPhzTR18 4744586 4744682
chlTAMOak81 4640816 4640912
chlChPhzS140 4952788 4952871
chlDTR133 4875182 4875265
chlPCL1607 4851347 4851430
chlChPhzTR39 4931994 4932090
chlChPhzTR38 4878364 4878460
chl17415 4580369 4580465
chlChPhzS135 4870863 4870946
chlChPhzS24 4730967 4731063
chlChPhzTR44 4841256 4841339
chlToZa7 4813897 4813980
chlSLPH10 5009071 5009154
chlPCL1391 4793777 4793860
>28321_28322 with 28321_12486 left
chl66 4727546 4727642
chlC50 4659843 4659939
chlP2 5144324 5144420
chl6698 4972604 4972700
chlChPhzS23 4690922 4691018
chlLzh-T5 4735180 4735276
chlPA23 4703895 4703991
chlStFRB508 4707647 4707730
chlChPhzTR36 4880810 4880906
chl21509 4996510 4996593
chlO6 4816489 4816585
chlChPhzTR18 4744586 4744682
chlB25 4762185 4762325
>23676_28324 with 28323_28324 right
chl66 4743054 4743117
chlZJU60 4750006 4750069
chlC50 4675166 4675229
chlP2 5159821 5159884
chlChPhzS23 4706418 4706481
chlLzh-T5 4750675 4750738
chlPA23 4719394 4719457
chlChPhzTR39 4950198 4950261
chlChPhzTR38 4895116 4895179
chl17415 4596028 4596091
chlChPhzS24 4747719 4747782
chl6698 4988041 4988104
chlChPhzTR36 4896238 4896301
chlO6 4831744 4831807
chlChPhzTR18 4760020 4760083
>23196_28236 with 27530_28236 right
chl66 1526956 1527018
chlP2 1506798 1506860
chlChPhzS23 1504016 1504078
chlLzh-T5 1494976 1495038
chl17415 1504451 1504594
chlO6 1559917 1559979
>28235_24075 with 28235_23195 left
chl66 1526647 1526717
chlP2 1506489 1506559
chl66 1526544 1526614
chlP2 1506386 1506456
chlLzh-T5 1494564 1494634
>29157_29158 with 29157_1203 left
chl66 2796585 2796673
chl449 2833708 2833795
chlQ16 2788407 2788483
chl464 2835643 2835730
chlC50 2747845 2747921
chlP2 2904752 2904828
chl6698 2798592 2798668
chlLzh-T5 2736904 2736980
chlPA23 2663682 2663770
chlChPhzTR36 2828250 2828326
chlO6 2888180 2888268
chlK27 2779277 2779353
chlTAMOak81 2739149 2739225
>29157_29158 with 29157_26065 left
chl66 2796585 2796673
chl449 2833708 2833795
chlQ16 2788407 2788483
chl464 2835643 2835730
chlC50 2747845 2747921
chlP2 2904752 2904828
chl6698 2798592 2798668
chlLzh-T5 2736904 2736980
chlPA23 2663682 2663770
chlChPhzTR36 2828250 2828326
chlO6 2888180 2888268
chlK27 2779277 2779353
chlZJU60 2658121 2658197
chl21509 2745469 2745545
>28587_27728 with 28587_7877 left
chl66 4481625 4481686
chlChPhzS23 4439912 4439973
chlO6 4570262 4570323
chl17415 4310480 4310568
>28587_27728 with 28587_25497 left
chl66 4481625 4481686
chlChPhzS23 4439912 4439973
chlO6 4570262 4570323
chl17415 4310632 4310720
>29203_21691 with 29203_28680 left
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
chlTAMOak81 5336359 5336440
chlChPhzS140 5761919 5761994
chlDTR133 5605799 5605878
chlPCL1607 5561937 5562012
chlZJU60 5486100 5486179
chlChPhzS135 5598064 5598139
chl17411 5772706 5772781
chl19603 5740932 5741003
chl17809 5772713 5772788
chlC50 5367318 5367399
chlP2 5852213 5852294
chl6698 5674649 5674730
chlChPhzTR44 5551784 5551863
chlToZa7 5648922 5648997
chlSLPH10 5891730 5891805
chlChPhzTR36 5575786 5575867
chlChPhzTR18 5469282 5469363
>29203_21691 with 29203_23135 left
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
chlChPhzTR39 5653066 5653147
chlChPhzTR38 5597970 5598051
chlPb-St2 5288671 5288752
chlJD37 1416806 1416887
chlChPhzS24 5548788 5548869
chlLzh-T5 5474484 5474565
>29203_21691 with 29203_29204 left
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
chl449 5626169 5626250
chlM71 5464185 5464266
chl464 5628104 5628185
chlK27 5525337 5525418
>29203_21691 with 29203_16719 left
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
chl17415 5317573 5317635
chl17415 5317682 5317827
>29203_21691 with 29203_26673 left
chl66 5450292 5450373
chlChPhzS23 5395360 5395441
chlPCL1391 5504394 5504473
chl21509 5703582 5703661
chl50083 5494845 5494907
>26358_26359 with 22360_26359 right
chl66 2952127 2952201
chl17411 2997036 2997110
chl17809 2997026 2997100
chlC50 2910069 2910143
chlJD37 3779265 3779348
chlLzh-T5 2893720 2893794
chlPA23 2825111 2825185
chlStFRB508 2807914 2807997
chl21509 2936191 2936265
chlTAMOak81 2913540 2913614
chl449 3009708 3009791
chl464 3011643 3011726
>26358_26359 with 26357_26359 right
chl66 2952127 2952201
chl17411 2997036 2997110
chl17809 2997026 2997100
chlC50 2910069 2910143
chlJD37 3779265 3779348
chlLzh-T5 2893720 2893794
chlPA23 2825111 2825185
chlStFRB508 2807914 2807997
chl21509 2936191 2936265
chlChPhzS140 2973802 2973876
chlDTR133 2995775 2995849
chlPCL1607 2963807 2963881
chlZJU60 2839899 2839973
chlChPhzS135 2921413 2921487
chlP2 3063191 3063265
chl6698 2996030 2996104
chlChPhzTR44 2958306 2958380
chlToZa7 2977738 2977812
chlSLPH10 2993429 2993503
chlPCL1391 2912967 2913041
>26358_26359 with 24588_26359 right
chl66 2952127 2952201
chl17411 2997036 2997110
chl17809 2997026 2997100
chlC50 2910069 2910143
chlJD37 3779265 3779348
chlLzh-T5 2893720 2893794
chlPA23 2825111 2825185
chlStFRB508 2807914 2807997
chl21509 2936191 2936265
chlCW2 2909161 2909244
chl2210 2911846 2911929
>28235_23195 with 28235_24075 left
chl66 1526544 1526614
chlP2 1506386 1506456
chlLzh-T5 1494564 1494634
chl66 1526647 1526717
chlP2 1506489 1506559
>29407_29404 with 29407_24693 left
chl66 3605672 3605758
chlP2 3683907 3684016
chlPA23 3516357 3516443
chlStFRB508 3467963 3468046
chlK27 3623885 3623969
chl66 3605329 3605414
>29407_29404 with 29407_29402 left
chl66 3605672 3605758
chlP2 3683907 3684016
chlPA23 3516357 3516443
chlStFRB508 3467963 3468046
chlK27 3623885 3623969
chl66 3605500 3605586
chlPA23 3516185 3516271
chlStFRB508 3467794 3467878
>29375_24925 with 29375_29376 left
chl66 1073481 1073582
chl449 1074687 1074788
chl17415 1057922 1058023
chl464 1076621 1076722
chlB25 1085721 1085811
chlJD37 5590512 5590613
chlStFRB508 874478 874579
chlM12 1048888 1048989
chlTAMOak81 1086940 1087030
chlChPhzS140 1069768 1069869
chlDTR133 1057957 1058058
chlPCL1607 1106943 1107044
chlChPhzTR39 1073052 1073153
chlChPhzTR38 1076887 1076988
chl189 1898314 1898415
chlQ16 1057177 1057278
chlPb-St2 1026156 1026236
chlM71 1120448 1120549
chlChPhzS135 1071229 1071330
chl17411 1053757 1053847
chl17809 1053763 1053853
chlCW2 1056513 1056614
chlC50 1046589 1046690
chlP2 1053751 1053852
chlChPhzS24 1068248 1068349
chl6698 1072460 1072561
chlChPhzTR44 1048826 1048927
